#2017-12-06
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is C:/new//platforms//GPL6096.an.txt.gz
#No probes removed from annotation.
#Expression data file: C:/new/AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE50521_RMA_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 16743
#number of samples: 12
#Factor: Genotype (2 levels): 5xFAD: n=6, WT: n=6
#Factor: OrganismPart (1 levels): Hippocampus: n=12
#Factor: Batch (2 levels): batch_1_09_08_12: n=4, batch_2_10_08_12: n=8
#Factor: Gender (2 levels): F: n=4, M: n=8
#Factor: Timepoint (1 levels): 14-15_months: n=12
#
#
### Model test for factor: Genotype
#p-value: 2.21766760306588e-06; Statistic: 25.7448021215338; Expected: 9.09090909090909; Std.dev: 3.34104135665215; #Cov: 16743
### Model test for factor: Batch
#p-value: 0.971703961477814; Statistic: 4.9740649591946; Expected: 9.09090909090909; Std.dev: 3.34104135665215; #Cov: 16743
### Model test for factor: Gender
#p-value: 0.241450059946462; Statistic: 10.9229039087372; Expected: 9.09090909090909; Std.dev: 3.34104135665215; #Cov: 16743
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### Batch correction
##-------------------------------#
#2017-12-06
#number of rows: 16743
#number of samples: 12
### Model test for factor: Genotype
#p-value: 9.63642180561954e-08; Statistic: 29.1789614196051; Expected: 9.09090909090909; Std.dev: 3.69715185914816; #Cov: 16743
### Model test for factor: Batch
#p-value: 0.999999643303352; Statistic: 1.78211733966325; Expected: 9.09090909090909; Std.dev: 3.69715185914816; #Cov: 16743
### Model test for factor: Gender
#p-value: 0.143799650218863; Statistic: 12.7595417497692; Expected: 9.09090909090909; Std.dev: 3.69715185914816; #Cov: 16743
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2017-12-06----Dataset: GSE50521
#Imported R objects: C:/new/AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE50521/results/GSE50521_objects_after_batch_correction.Rdata
#
#Input experssion matrix is batch corrected.
#
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#12 samples, 16743 probes
#coefficients: (Intercept), Genotype5xFAD
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: Genotype5xFAD
#  DE genes: 1336, up: 915, down: 421
ProbeName	pValue	qValue	LogFC	TestStat	GeneSymbols	GeneNames	up	down	up_padj	down_padj
6789325	4.18252826103109e-14	7.00280706744435e-10	2.28554866944915	32.0656933126579	Cd68	CD68 antigen	2.09126413051554e-14	0.999999999999979	3.50140353372218e-10	0.999999999999979
6926167	9.40615621422868e-14	7.87436367474154e-10	1.83944501905269	30.1682129954528	C1qa	complement component 1, q subcomponent, alpha polypeptide	4.70307810711434e-14	0.999999999999953	3.93718183737077e-10	0.999999999999979
6959584	1.93480304150454e-13	8.96710808979083e-10	2.30476094847787	28.5718252313151	Tyrobp	TYRO protein tyrosine kinase binding protein	9.67401520752268e-14	0.999999999999903	4.48355404489541e-10	0.999999999999979
6926166	2.14229423395827e-13	8.96710808979083e-10	1.7040767272995	28.3530541454685	C1qc	complement component 1, q subcomponent, C chain	1.07114711697913e-13	0.999999999999893	4.48355404489541e-10	0.999999999999979
6784345	3.51774574024106e-13	1.17795233857712e-09	0.986585833010829	27.3109783191512	Grn	granulin	1.75887287012053e-13	0.999999999999824	5.8897616928856e-10	0.999999999999979
6850834	5.2314254201778e-13	1.45982926350061e-09	2.47089003692859	26.5038601597184	Trem2	triggering receptor expressed on myeloid cells 2	2.6157127100889e-13	0.999999999999738	7.29914631750307e-10	0.999999999999979
6957410	9.52371393628373e-13	2.27793632050284e-09	2.16156399623825	25.3288620600872	Clec7a	C-type lectin domain family 7, member a	4.76185696814187e-13	0.999999999999524	1.13896816025142e-09	0.999999999999979
6790294	2.21302969522568e-12	4.28363441623429e-09	3.7054865016351	23.7596768618906	Ccl3	chemokine (C-C motif) ligand 3	1.10651484761284e-12	0.999999999998893	2.14181720811714e-09	0.999999999999979
6899683	2.30261660073515e-12	4.28363441623429e-09	1.70995590581616	23.6881668280025	Ctss	cathepsin S	1.15130830036757e-12	0.999999999998849	2.14181720811714e-09	0.999999999999979
6893630	2.61956563110148e-12	4.3859387361532e-09	1.48690977473563	23.4571944287082	Ctsz	cathepsin Z	1.30978281555074e-12	0.99999999999869	2.1929693680766e-09	0.999999999999979
6850308	9.1366867329549e-12	1.39068678154422e-08	3.25960698450232	21.3280395467595	Olfr111|Olfr110	olfactory receptor 111|olfactory receptor 110	4.56834336647745e-12	0.999999999995432	6.95343390772108e-09	0.999999999999979
6917120	1.23440439402044e-11	1.66104786528415e-08	1.43466945074204	20.8433769422438	Csf3r	colony stimulating factor 3 receptor (granulocyte)	6.17202197010221e-12	0.999999999993828	8.30523932642075e-09	0.999999999999979
