ProbeName	pValue	qValue	LogFC	TestStat	GeneSymbols	GeneNames	up	down	up_padj	down_padj
1420621_a_at	8.76355681509954e-22	3.95245175917805e-17	-4.09004638636418	-72.8972623262105	App	amyloid beta (A4) precursor protein	1	4.38177840754977e-22	1	1.97622587958902e-17
1423739_x_at	1.50193153907121e-19	3.38693071718253e-15	-3.23349434823539	-52.9569589488221	Aplp2	amyloid beta (A4) precursor-like protein 2	1	7.50965769535605e-20	1	1.69346535859127e-15
1427442_a_at	5.26987900114202e-18	7.92256042768355e-14	-3.38775247046425	-42.4285633995113	App	amyloid beta (A4) precursor protein	1	2.63493950057101e-18	1	3.96128021384177e-14
1421889_a_at	1.20598678446991e-17	1.35978024915943e-13	-3.28752334294617	-40.2913744685319	Aplp2	amyloid beta (A4) precursor-like protein 2	1	6.02993392234954e-18	1	6.79890124579717e-14
1440153_at	1.98950638059697e-17	1.79457454542608e-13	-5.12772798358875	-39.0507381910521			1	9.94753190298485e-18	1	8.9728727271304e-14
1432344_a_at	6.58439419112557e-17	4.94937937356591e-13	-3.36172346758181	-36.2343088450667	Aplp2	amyloid beta (A4) precursor-like protein 2	1	3.29219709556278e-17	1	2.47468968678295e-13
1421888_x_at	1.11650434012625e-11	7.1936374634334e-08	-1.14072260224888	-16.8537343830933	Aplp2	amyloid beta (A4) precursor-like protein 2	0.999999999994417	5.58252170063123e-12	1	3.5968187317167e-08
1421887_a_at	1.14675181778122e-10	6.46495671671886e-07	-1.33403396731517	-14.4603080155104	Aplp2	amyloid beta (A4) precursor-like protein 2	0.999999999942662	5.73375908890611e-11	1	3.23247835835943e-07
1457913_at	8.82064160610202e-09	4.42021952307564e-05	1.2053188384609	10.7633756974075			4.41032080305101e-09	0.999999995589679	0.000198909878538404	0.999999995589679
1450820_a_at	1.98409702837101e-08	8.94847600765611e-05	1.37154986210074	10.1658573319714	Ntng2	netrin G2	9.92048514185507e-09	0.999999990079515	0.000223711900191403	0.999999995589679
1427271_at	4.02545349418096e-08	0.000158123833118994	0.772899896378585	9.66495400706213	Zbtb44	zinc finger and BTB domain containing 44	2.01272674709048e-08	0.999999979872732	0.000256951228818365	0.999999995589679
1438769_a_at	4.38648183450688e-08	0.000158123833118994	-1.01630208366442	-9.60539427461363	Thyn1	thymocyte nuclear protein 1	0.999999978067591	2.19324091725344e-08	1	0.000109908176232275
1443285_at	4.55779213442479e-08	0.000158123833118994	1.04333078778838	9.57891344586711			2.27889606721239e-08	0.999999977211039	0.000256951228818365	0.999999995589679
1460218_at	1.74624966283985e-07	0.000562554328883858	-0.659943644291292	-8.68255094560684	Cd52	CD52 antigen	0.999999912687517	8.73124831419925e-08	1	0.0003937880302187
1419692_a_at	3.44207683711895e-07	0.00103494071620601	-0.610734391513847	-8.25212088416546	Ltc4s	leukotriene C4 synthase	0.999999827896158	1.72103841855948e-07	1	0.000705641397413191
