Sample	Entorhinalcortex,APP,BDNF,rep1	Entorhinalcortex,APP,BDNF,rep2	Entorhinalcortex,APP,BDNF,rep3	Entorhinalcortex,APP,BDNF,rep4	Entorhinalcortex,APP,GFP,rep1	Entorhinalcortex,APP,GFP,rep2	Entorhinalcortex,APP,GFP,rep3	Entorhinalcortex,APP,GFP,rep4	Entorhinalcortex,GFPtreated,rep1	Entorhinalcortex,GFPtreated,rep2	Entorhinalcortex,sham,rep1	Entorhinalcortex,sham,rep3	Entorhinalcortex,shamlesion,rep2	Hippocampus,APP,BDNF,rep1	Hippocampus,APP,BDNF,rep2	Hippocampus,APP,BDNF,rep3	Hippocampus,APP,BDNF,rep4	Hippocampus,APP,GFP,rep1	Hippocampus,APP,GFP,rep2	Hippocampus,APP,GFP,rep3	Hippocampus,APP,GFP,rep4	Hippocampus,GFP,rep1	Hippocampus,GFP,rep2	Hippocampus,sham,rep1	Hippocampus,sham,rep2	Hippocampus,sham,rep3
Entorhinalcortex,APP,BDNF,rep1	NA	0.98989216536579	0.984050572411317	0.990784620986778	0.99122600567465	0.99043699673813	0.990803449979099	0.989311385220698	0.990689843776537	0.987867097932157	0.989606039322555	0.989881272687927	0.989132353858937	0.984184606689498	0.981860935447239	0.983585481733875	0.98059605318779	0.982539253735719	0.981905136067406	0.979943919931015	0.982139968139898	0.984441908782568	0.985107809987707	0.981251122935212	0.981374229147551	0.981865302391672
Entorhinalcortex,APP,BDNF,rep2	0.98989216536579	NA	0.989517622337606	0.993466005373274	0.992760237742763	0.993388366576454	0.994107280390902	0.987985389565606	0.989239450334399	0.990771030259925	0.992644563791901	0.99357281125605	0.990894034972097	0.984349795412863	0.984365860155249	0.988943203371713	0.98344357911458	0.981570459015093	0.982392048301928	0.978998865888562	0.986356692500216	0.982025907973757	0.985046115387128	0.982079801742159	0.983711023571647	0.984368798762661
Entorhinalcortex,APP,BDNF,rep3	0.984050572411317	0.989517622337606	NA	0.989165790760666	0.98801880380437	0.98977711884998	0.990255453707261	0.985106459153232	0.985698470653857	0.98976350244638	0.989920984981933	0.989680515477914	0.988325015672949	0.980955363900566	0.981084886978282	0.983703517432057	0.981695186859104	0.977437877811059	0.978562096265563	0.975987007305336	0.981707110796913	0.978609535618369	0.981351423549153	0.977757542765217	0.979859244434536	0.98094344631953
Entorhinalcortex,APP,BDNF,rep4	0.990784620986778	0.993466005373274	0.989165790760666	NA	0.993181051583333	0.995159249930144	0.994658746702676	0.992091047329139	0.992956673530463	0.993257455153301	0.99368036814313	0.994717495896625	0.992935886504739	0.9860036105553	0.987466809038534	0.986584833483417	0.983437947299814	0.983682247878648	0.983778214709557	0.981337301474095	0.984575519313143	0.984866919387559	0.987051213749431	0.982053597036121	0.983565612736672	0.984284221920375
Entorhinalcortex,APP,GFP,rep1	0.99122600567465	0.992760237742763	0.98801880380437	0.993181051583333	NA	0.993006436504932	0.99300230041786	0.989684671833506	0.991069881808991	0.991805964944832	0.991729120277351	0.99283212377154	0.991348285468519	0.98461396528815	0.984362051939089	0.985918633905917	0.983591048014811	0.983132773140065	0.985070901067367	0.980821371326858	0.984164279301548	0.983520507160968	0.986373641262342	0.98116440120381	0.982435039343348	0.983239942492688
Entorhinalcortex,APP,GFP,rep2	0.99043699673813	0.993388366576454	0.98977711884998	0.995159249930144	0.993006436504932	NA	0.994361623716738	0.990525586670016	0.991476400322866	0.994811135693055	0.99446298072317	0.99529607297597	0.993684576132568	0.987245829470438	0.987038620688189	0.987821454008827	0.984009084549924	0.983261966644722	0.983557281060394	0.982868590921806	0.986010562527887	0.985007603745582	0.988512118659321	0.983305682434819	0.985245888250744	0.986001792460704
Entorhinalcortex,APP,GFP,rep3	0.990803449979099	0.994107280390902	0.990255453707261	0.994658746702676	0.99300230041786	0.994361623716738	NA	0.991605276329436	0.992324469517974	0.993511087338579	0.993540122235965	0.993849226796198	0.992508525407752	0.986255139266984	0.986435973082161	0.988410236386148	0.985023140151739	0.984261243414338	0.984855217534584	0.981967785907058	0.98774896638611	0.985539525270097	0.988040699198125	0.982709363758531	0.984071989979978	0.985038084191764
Entorhinalcortex,APP,GFP,rep4	0.989311385220698	0.987985389565606	0.985106459153232	0.992091047329139	0.989684671833506	0.990525586670016	0.991605276329436	NA	0.994001998736968	0.989449460064178	0.988823278161168	0.989648079793166	0.988353172481917	0.982923299556776	0.982414547695888	0.981499551196918	0.979855774722177	0.984311500220079	0.984194084726359	0.980017805794595	0.980794892567375	0.986300347219459	0.986001754294989	0.97821507957428	0.979692092060462	0.980932686416825
Entorhinalcortex,GFPtreated,rep1	0.990689843776537	0.989239450334399	0.985698470653857	0.992956673530463	0.991069881808991	0.991476400322866	0.992324469517974	0.994001998736968	NA	0.989629308120996	0.989762680156987	0.990413396646959	0.989106835896408	0.983247281034171	0.982341431464028	0.981679886818852	0.980365267373584	0.982611485397522	0.984300580141998	0.980175076852021	0.980620687650311	0.987537385940449	0.986650354965851	0.977998126347633	0.979639155647315	0.981007003506704
Entorhinalcortex,GFPtreated,rep2	0.987867097932157	0.990771030259925	0.98976350244638	0.993257455153301	0.991805964944832	0.994811135693055	0.993511087338579	0.989449460064178	0.989629308120996	NA	0.9945145652539	0.99444935094086	0.994756873237351	0.985632363487489	0.985586993409612	0.986093268370932	0.983006626458643	0.981161114898626	0.982060863159462	0.981176773690175	0.984043152581006	0.982941268082366	0.988028497462981	0.981778332449695	0.983492552326679	0.984286657594151
