# ErmineJ results file
# Created Thu Feb 02 11:23:58 PST 2017
# If you use this file in your research, please cite:
# Gillis J, Mistry M, Pavlidis P. (2010) Gene function analysis in complex data sets using ErmineJ Nat Protoc 5(6):1148-59
# See http://ermineJ.chibi.ubc.ca for more information
# Do not edit this file or you may not be able to reload it into ErmineJ. Edit a copy instead.
# Start output of analysis run: PRERE run 
# Settings
rawScoreMethod = PRECISIONRECALL
maxClassSize = 500
minClassSize = 10
scoreFile = /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop/jackknife_late_down_regulation_mixed_model_results.tsv
scoreCol = 2
iterations = 200000
classFile = /home/bzhuang/ermineJ.data/go_daily-termdb.rdf-xml.gz
bigIsBetter = false
doLog = true
geneRepTreatment = BEST
annotFile = /home/bzhuang/ND_project_combined/AD_mouse_model_project/mixed_model_jackknife/random_intercept_include_NA_low_exp_rm_adj_cell_pop/ermineJ_background_all_processes/bg_jackknife_late_down_regulation_mixed_model_results.tsv
classScoreMethod = GSR
filterNonSpecific = false
multifuncCorr = true
multifunctionalityCorrelation=0.0387
#!----
!# runName=PRERE run 
#
#!	Name	ID	NumProbes	NumGenes	RawScore	Pval	CorrectedPvalue	MFPvalue	CorrectedMFPvalue	Multifunctionality	Same as	GeneMembers
!	cell adhesion	GO:0007155	489	489	0.06459584	1E-12	5.051E-09	1E-05	0.05051	0.928		Aatf|Abl1|Acan|Ache|Ackr3|Actn1|Adam15|Adam17|Adam23|Adam8|Adam9|Adgre5|Adgrl1|Aggf1|Agt|Aimp1|Alcam|Amigo1|Amigo2|Angpt1|Antxr1|Apbb1ip|Apc|Aplp1|App|Arhgap6|Astn1|Atp1b1|Atp1b2|Atp2c1|Atp7a|Axl|Azi2|B2m|B4galt1|Bax|Bcam|Bcan|Bcar1|Bcl11a|Bcl11b|Bcl2|Bcl2l11|Blm|Bloc1s4|Bmp7|Bmx|Braf|Bves|Cacnb4|Cadm1|Cadm2|Cadm3|Cadm4|Camsap3|Cbln1|Ccl19|Ccnd3|Cd151|Cd164|Cd276|Cd33|Cd34|Cd44|Cd47|Cd53|Cd74|Cd9|Cd93|Cd99l2|Cdc42|Cdh1|Cdh10|Cdh11|Cdh13|Cdh2|Cdh20|Cdh22|Cdh4|Cdh5|Cdh6|Cdh7|Cdh8|Cdh9|Cdhr1|Cdk5|Cdk5r1|Cebpb|Celsr2|Celsr3|Cercam|Cfdp1|Cgref1|Chd7|Chl1|Cib1|Cldn1|Cldn11|Cldn5|Clic1|Clstn1|Clstn3|Cntn1|Cntn2|Cntn3|Cntn6|Cntnap1|Cntnap2|Cntnap4|Col12a1|Col15a1|Col16a1|Col18a1|Col5a1|Col5a3|Col6a1|Col6a2|Col7a1|Col8a2|Coro1a|Crip3|Csf3r|Csrp1|Ctgf|Ctnna1|Ctnna2|Ctnnal1|Ctnnb1|Ctnnd2|Ctps|Cttn|Cx3cl1|Cx3cr1|Cxadr|Cxcl12|Cxcr4|Cyfip2|Cyp1b1|Cyp26b1|Dab1|Dag1|Ddost|Ddr1|Dgcr2|Dlg1|Dnaja3|Dnajb6|Dock8|Dscam|Dsg2|Dsp|Dst|Eda|Edil3|Efna1|Efnb2|Efr3a|Efs|Egfl7|Egfr|Egr1|Emb|Emilin1|Emilin2|Emp2|Eng|Epb4.1l5|Epdr1|Epha4|Epha8|Ephb1|Ephb4|Erf|Esam|F11r|Fadd|Farp2|Fas|Fbln7|Fcer1g|Fer|Fermt2|Fermt3|Fes|Fgfrl1|Fibp|Fkbp1a|Fkbp1b|Flna|Flot2|Fn1|Fndc3a|Fndc3b|Foxp1|Fyn|Fzd4|Fzd5|Fzd7|Gadd45g|Gas6|Gcnt1|Gimap1|Gnas|Gp1bb|Gp5|Gp9|Gpnmb|Grid2|H2-DMa|H2-M3|Hapln1|Hapln2|Hapln4|Hepacam|Hes1|Hes5|Hs1bp3|Hspb1|Icam1|Icam2|Icam4|Icam5|Icosl|Igfbp7|Igsf11|Igsf9|Il15|Ilk|Inppl1|Irf1|Itga2b|Itga3|Itga7|Itga8|Itgav|Itgb1|Itgb1bp1|Itgb4|Itgb5|Jag2|Jam3|Jmjd6|Kifc3|Kit|L1cam|Lama1|Lama2|Lama4|Lama5|Lamb2|Lamb3|Lamc1|Lamc3|Lck|Lcp1|Lgals1|Lgals3bp|Lgals9|Lig4|Lims1|Lims2|Lmo7|Lpxn|Lrfn3|Lrp6|Maea|Mafb|Mag|Mcam|Megf10|Megf11|Mertk|Metap1|Mfap4|Mfge8|Mia|Micall2|Mink1|Mkln1|Mmp24|Mog|Mpdz|Myh10|Myh9|Myl12b|Ncam1|Ncam2|Ncan|Ncaph2|Nck1|Ncor1|Ncstn|Nedd4|Nedd9|Negr1|Neo1|Nfasc|Nfatc3|Nhej1|Nid1|Nid2|Ninj1|Ninj2|Nkap|Nkx2-3|Nlgn1|Nlgn2|Nlgn3|Nov|Npnt|Nptn|Nrcam|Nrxn1|Nrxn3|Nt5e|Ntm|Nuak1|Omg|P2rx7|P2ry12|Pard3|Parva|Parvb|Parvg|Pcdh1|Pcdh10|Pcdh20|Pcdh8|Pcdhb14|Pcdhb16|Pdgfra|Pdpk1|Pdpn|Peak1|Pecam1|Pgm5|Pik3cb|Pik3cg|Pip5k1a|Pip5k1c|Pkd1|Pkn2|Pknox1|Pkp2|Pkp4|Plcb1|Plek|Podxl|Podxl2|Ppap2b|Ppp3cb|Prdx2|Prex1|Prkca|Prkce|Prkd2|Prkdc|Prkx|Psen1|Psen2|Psmb10|Pstpip1|Ptk2|Ptk2b|Ptk7|Ptpn6|Ptprd|Ptprf|Ptprk|Ptprs|Ptprt|Ptpru|Pvr|Pvrl1|Pvrl2|Pvrl3|Pvrl4|Pxn|Rab1|Rab27a|Rac1|Rac2|Radil|Rap2b|Rapgef1|Rc3h1|Rc3h2|Rcc2|Relb|Reln|Rgmb|Rhob|Rhod|Ripk2|Ripk3|Robo1|Rock1|Rom1|Rora|Rorc|Rpl22|Rpsa|Rsad2|Satb1|Scarb2|Scarf1|Scarf2|Scrib|Sdc3|Sdk1|Selplg|Sema4a|Sema4d|Sfrp1|Shc1|Shh|Sirpa|Sla2|Slc11a1|Slc7a11|Slit2|Smad3|Smad6|Sorbs1|Sorbs2|Sorbs3|Sox4|Sox9|Specc1l|Spg7|Spn|Spon1|Spp1|Src|Srcin1|Srf|Srgap2|Srpx2|Ssx2ip|Stab1|Stat5a|Stat6|Stk11|Stoml2|Stxbp1|Sympk|Tcf3|Tek|Tenm2|Tenm3|Tgfb1|Tgfbi|Thbs2|Thbs3|Thy1|Tiam1|Tinagl1|Tmem8|Tnc|Tnfrsf12a|Tnfrsf4|Tnip1|Tnxb|Tor1a|Trip6|Trp53|Tsc1|Ttyh1|Tyro3|Vamp3|Vav1|Vcam1|Vcl|Vezt|Vmp1|Vtn|Vwf|Was|Wash1|Whamm|Wisp1|Wnt4|Wnt7b|Wwp1|Xrcc4|Zap70|Zfp36l1|Zfp36l2|Zyx|	
