Astrocyte	DentateGranule	GabaSSTReln	Microglia	Microglia_activation	Microglia_deactivation	Oligo	Pyramidal.Thy1.Hipp	Pyramidal	groups
GSE36237_HippVeh_WT_1	3.07727693597752	-1.08947474234585	2.64647489256375	0.773775578533412	-0.893187758261952	-2.58377929134347	-1.95717245807581	0.900687945782346	0.900687945782346	WT
GSE36237_HippVeh_WT_2	2.92841768989554	1.98156210265788	-3.77699488381313	-0.922325010978129	-0.488351841395746	0.639576618903962	1.38504326120833	-0.231147449469916	-0.231147449469916	WT
GSE36237_HippVeh_WT_3	-0.446521067780442	-0.562322332434676	3.49219470712875	-1.26874315348181	-2.30686502621893	-1.43120934513597	-0.924265239703723	1.5535707850074	1.5535707850074	WT
GSE36237_HippVeh_WT_4	4.38015222948023	-0.159329227041935	2.20451323803999	-0.858257194421125	-1.35303844347846	-1.09904145839346	-0.221642225894606	1.34671611107243	1.34671611107243	WT
GSE36237_HippVeh_WT_5	10.431795043378	2.3335856507857	-3.73748863145543	0.352455538141557	0.335950045360536	-0.235735185101578	6.82056338099947	-2.9797930325295	-2.9797930325295	WT
GSE36237_HippVeh_WT_6	-0.97485448379831	1.54526707610577	-0.594591791379293	-3.0391828775761	-0.962233223937712	-1.92521889134655	2.07774834003304	-1.69080573691965	-1.69080573691965	WT
GSE36237_HippVeh_WT_7	0.135444256972198	0.66384002235269	-1.41926501039834	0.317010180292712	1.43243922196909	2.10860900652098	3.30713341067678	0.273532819219455	0.273532819219455	WT
GSE36237_HippVeh_WT_8	0.249262525994273	1.2554415404737	-2.24079499545279	-1.91938041383191	-1.23323947908906	-1.23614607711821	0.822774330041348	-1.17374702121286	-1.17374702121286	WT
GSE36237_HippVeh_TG_1	-0.889477296965578	-1.61330606507158	1.94413979728667	-0.726579529383372	1.04412268253283	-0.284420068423089	1.50758043321001	-1.24631613054797	-1.24631613054797	Disease
GSE36237_HippVeh_TG_2	-4.82415259959987	0.247008466532518	-1.74179356457247	2.14036587148458	2.17128509166923	2.78679036769575	-2.64127871004856	-0.0797520286098658	-0.0797520286098658	Disease
GSE36237_HippVeh_TG_3	-2.75794737887068	-1.15732257817117	0.442527045902854	-0.402133114574977	0.126370726413579	0.0647145685466891	5.94884444170769	-2.20360530126506	-2.20360530126506	Disease
GSE36237_HippVeh_TG_4	-1.9995604390932	-0.521909582347527	0.158352838271838	0.955630881847402	1.24781788589101	0.796597826332255	-3.22948878725419	0.868018251012503	0.868018251012503	Disease
GSE36237_HippVeh_TG_5	1.70302557415233	0.186166400002881	0.827516733227245	-0.324600242295954	-0.329622913278101	-1.32663147607685	-0.490003718052091	1.61776001184423	1.61776001184423	Disease
GSE36237_HippVeh_TG_6	-2.35822485114484	-1.73418072058412	0.25157899460796	5.65861983233083	3.50424393989085	3.89073365422109	0.105880726874034	0.640137338633508	0.640137338633508	Disease
GSE36237_HippVeh_TG_7	-4.45000260591267	-0.1838516939301	1.20948209970791	-0.305726033907335	-1.38400391641208	0.688781601425683	-5.02998346379204	0.963626518332147	0.963626518332147	Disease
GSE36237_HippVeh_TG_8	-4.94363556171216	-1.32541638035997	-0.658079687505284	-1.92996583696181	-2.12744029667159	-1.40572321808607	-7.29328536106011	2.02377338664991	2.02377338664991	Disease
GSE48622_WT_rep1	0.433046109236403	0.547101187762651	0.153827440435493	2.93409760001975	2.68490696810622	0.727717132177205	1.7814404271247	-0.244629978031401	-0.244629978031401	WT
GSE48622_WT_rep2	1.98400579055874	0.99647075636624	-2.94952436090201	2.53180884014446	2.76980326788563	2.44111438861958	7.91012590949294	-0.389694906465515	-0.389694906465515	WT
GSE48622_WT_rep3	-1.05551795865395	0.101706578644201	-0.504999148564663	2.91850989720288	1.17142517521684	3.09775751994307	4.71413947818366	-0.998902371766045	-0.998902371766045	WT
GSE48622_WT_rep4	0.623820971394393	0.313878873998354	0.0262307524042118	2.55442247446654	1.00885166940081	1.30155963683428	1.08310390685299	-0.446040653982097	-0.446040653982097	WT
GSE48622_APLP2KO_rep1	-0.475879485447615	-0.688076608280147	0.339360315677851	-1.46118093579801	-2.11956652501428	-1.34773349008698	0.842833355896921	0.597645777738409	0.597645777738409	Disease
GSE48622_APLP2KO_rep2	1.33308062630724	0.345315064454507	0.0246131454443001	-0.484442485452226	0.0357316269553998	0.556773906568646	3.49064191918348	-0.279882632114931	-0.279882632114931	Disease
GSE48622_APLP2KO_rep3	0.666767527647206	0.409609626258231	-1.02203770562656	-1.33110625010257	-0.114453332432911	-0.951278859753282	2.95587611190801	0.0549756550281151	0.0549756550281151	Disease
GSE48622_APLP2KO_rep4	1.23566267929406	-0.112511890451674	-1.57031323626036	-0.262130184307281	0.671085270429053	0.0738821393560995	5.98278383232611	-0.604612217180354	-0.604612217180354	Disease
GSE48622_APPKO_rep1	-4.19752142873431	-0.856350072939326	1.91597371209897	-1.26861485912391	-1.45687048494889	-1.59763616533599	-9.40673770570728	0.655225720478932	0.655225720478932	Disease
GSE48622_APPKO_rep2	0.567354040039738	-0.935861658563918	-0.76859947751626	0.913567086759585	1.06244415126324	0.525943779905379	4.76053485591745	0.799954165539056	0.799954165539056	Disease
GSE48622_APPKO_rep3	1.39018153858004	-1.43524957619904	0.0571964237771745	1.78859415907649	-1.2099381629003	0.862986555863054	-5.36115874767489	-0.536035473158904	-0.536035473158904	Disease
GSE48622_APPKO_rep4	3.35547739942034	-0.12656227469441	-0.096733332979364	1.12392567520574	-0.0411908659717694	0.149355626866645	-3.40720072881713	-0.160439014736489	-0.160439014736489	Disease
GSE48622_N.dCKO_rep1	-1.6064761999915	-0.719474161114738	2.70687251437267	-3.46144488003303	-1.68009470791658	-1.95630329417114	-7.8618626955838	0.854259018522214	0.854259018522214	Disease
GSE48622_N.dCKO_rep2	-2.55155106132265	0.543249143634298	1.41812197205986	-2.83716515120026	-1.54168059887475	-1.64918503314405	-3.94952283675176	-0.260780500693939	-0.260780500693939	Disease
GSE48622_N.dCKO_rep3	-2.30477506036322	-0.403336304877704	2.09239314361467	-3.69179215794953	-1.92349190484798	-4.41379174711335	-3.37260506186303	0.0371115928435582	0.0371115928435582	Disease
GSE48622_N.dCKO_rep4	-3.36555115384615	-0.182745473754174	0.895615992421638	-2.57588807621521	-1.44500899161726	-3.01820453954021	-1.0634062876461	0.00231085427541885	0.00231085427541885	Disease
GSE63617_3m_hp_VH_rep1	-1.83936051599707	-0.76052246760032	3.65548768312747	-1.04376669040095	-0.890441074618109	-0.734846258858576	-3.2554675039851	3.41964387592573	3.41964387592573	WT
GSE63617_3m_hp_VH_rep2	3.40549916708857	0.483351804950512	-0.357248163492268	0.0256500796769743	1.56131750545943	0.651420640863395	4.47211269579524	-0.629769029337649	-0.629769029337649	WT
GSE63617_3m_hp_VH_rep3	-3.46748089075067	-1.63849669759988	2.75984375079214	-0.871886784400771	-0.390412068194721	0.178655443559153	-0.647140456847464	2.14903453686027	2.14903453686027	WT
GSE63617_3m_hp_VH_rep4	-4.36100512466112	-1.25607626198786	4.66016234936481	-2.19854490614309	-1.26537333926577	-3.12383687875493	-3.7558879943108	2.89693016051553	2.89693016051553	WT
GSE63617_3m_hp_VH_rep5	0.509345923927093	-0.776664717123805	-0.131657609619307	5.98715526981876	6.39601848304868	7.55098654545692	-0.128372505035957	-0.915643334167888	-0.915643334167888	WT
